[2026-04-13 18:33:15,254] INFO - Servidor de soporte gRPC escuchando en puerto 50052
[2026-04-13 18:36:58,680] INFO - Pantalla publica consultada: total=16 altas=1 medias=1 bajas=14
[2026-04-13 18:36:58,682] INFO - desk-3 atendio ticket id=43 prioridad=alta cliente=cliente-2
[2026-04-13 18:36:58,721] INFO - Pantalla publica consultada: total=15 altas=0 medias=1 bajas=14
[2026-04-13 18:36:58,722] INFO - Ticket creado id=46 cliente=cliente-2 prioridad=alta
[2026-04-13 18:36:58,724] INFO - Ticket creado id=47 cliente=cliente-3 prioridad=baja
[2026-04-13 18:36:58,763] INFO - Pantalla publica consultada: total=17 altas=1 medias=1 bajas=15
[2026-04-13 18:36:58,764] INFO - Ticket creado id=48 cliente=cliente-2 prioridad=media
[2026-04-13 18:36:58,766] INFO - Ticket creado id=49 cliente=cliente-3 prioridad=media
[2026-04-13 18:36:58,806] INFO - desk-1 atendio ticket id=46 prioridad=alta cliente=cliente-2
[2026-04-13 18:36:58,808] INFO - Ticket creado id=50 cliente=cliente-2 prioridad=alta
[2026-04-13 18:36:58,809] INFO - Ticket creado id=51 cliente=cliente-3 prioridad=media
[2026-04-13 18:36:58,848] INFO - Ticket creado id=52 cliente=cliente-1 prioridad=baja
[2026-04-13 18:36:58,850] INFO - desk-2 atendio ticket id=50 prioridad=alta cliente=cliente-2
[2026-04-13 18:36:58,851] INFO - Pantalla publica consultada: total=20 altas=0 medias=4 bajas=16
[2026-04-13 18:36:58,891] INFO - Ticket creado id=53 cliente=cliente-1 prioridad=baja
[2026-04-13 18:36:58,893] INFO - Ticket creado id=54 cliente=cliente-3 prioridad=baja
[2026-04-13 18:36:58,894] INFO - Ticket creado id=55 cliente=cliente-2 prioridad=baja
[2026-04-13 18:36:58,933] INFO - Ticket creado id=56 cliente=cliente-1 prioridad=media
[2026-04-13 18:36:58,935] INFO - desk-3 atendio ticket id=44 prioridad=media cliente=cliente-3
[2026-04-13 18:36:58,937] INFO - Ticket creado id=57 cliente=cliente-2 prioridad=baja
[2026-04-13 18:36:58,976] INFO - Ticket creado id=58 cliente=cliente-1 prioridad=media
[2026-04-13 18:36:58,978] INFO - desk-3 atendio ticket id=48 prioridad=media cliente=cliente-2
[2026-04-13 18:36:58,979] INFO - desk-2 atendio ticket id=49 prioridad=media cliente=cliente-3
[2026-04-13 18:36:59,019] INFO - Ticket creado id=59 cliente=cliente-1 prioridad=media
[2026-04-13 18:36:59,021] INFO - Ticket creado id=60 cliente=cliente-3 prioridad=media
[2026-04-13 18:36:59,023] INFO - Ticket creado id=61 cliente=cliente-2 prioridad=baja
[2026-04-13 18:36:59,061] INFO - Pantalla publica consultada: total=26 altas=0 medias=5 bajas=21
[2026-04-13 18:36:59,065] INFO - Ticket creado id=62 cliente=cliente-3 prioridad=media
[2026-04-13 18:36:59,066] INFO - desk-2 atendio ticket id=51 prioridad=media cliente=cliente-3
[2026-04-13 18:36:59,104] INFO - Ticket creado id=63 cliente=cliente-1 prioridad=media
[2026-04-13 18:36:59,106] INFO - Pantalla publica consultada: total=27 altas=0 medias=6 bajas=21
[2026-04-13 18:36:59,108] INFO - Ticket creado id=64 cliente=cliente-2 prioridad=baja
[2026-04-13 18:36:59,147] INFO - desk-1 atendio ticket id=56 prioridad=media cliente=cliente-1
[2026-04-13 18:36:59,149] INFO - desk-3 atendio ticket id=58 prioridad=media cliente=cliente-1
[2026-04-13 18:36:59,150] INFO - Pantalla publica consultada: total=26 altas=0 medias=4 bajas=22
[2026-04-13 18:36:59,189] INFO - Pantalla publica consultada: total=26 altas=0 medias=4 bajas=22
[2026-04-13 18:36:59,190] INFO - Pantalla publica consultada: total=26 altas=0 medias=4 bajas=22
[2026-04-13 18:36:59,192] INFO - Ticket creado id=65 cliente=cliente-2 prioridad=baja
[2026-04-13 18:36:59,231] INFO - desk-1 atendio ticket id=59 prioridad=media cliente=cliente-1
[2026-04-13 18:36:59,232] INFO - Ticket creado id=66 cliente=cliente-3 prioridad=alta
[2026-04-13 18:36:59,234] INFO - Ticket creado id=67 cliente=cliente-2 prioridad=media
[2026-04-13 18:36:59,274] INFO - Ticket creado id=68 cliente=cliente-1 prioridad=media
[2026-04-13 18:36:59,276] INFO - Ticket creado id=69 cliente=cliente-3 prioridad=media
[2026-04-13 18:36:59,277] INFO - Ticket creado id=70 cliente=cliente-2 prioridad=alta
[2026-04-13 18:36:59,317] INFO - Ticket creado id=71 cliente=cliente-1 prioridad=alta
[2026-04-13 18:36:59,319] INFO - Ticket creado id=72 cliente=cliente-3 prioridad=alta
[2026-04-13 18:36:59,320] INFO - Ticket creado id=73 cliente=cliente-2 prioridad=media
[2026-04-13 18:36:59,359] INFO - Ticket creado id=74 cliente=cliente-1 prioridad=baja
[2026-04-13 18:36:59,362] INFO - Ticket creado id=75 cliente=cliente-3 prioridad=alta
[2026-04-13 18:36:59,362] INFO - Ticket creado id=76 cliente=cliente-2 prioridad=baja
[2026-04-13 18:36:59,402] INFO - desk-1 atendio ticket id=66 prioridad=alta cliente=cliente-3
[2026-04-13 18:36:59,404] INFO - Pantalla publica consultada: total=36 altas=4 medias=7 bajas=25
[2026-04-13 18:36:59,405] INFO - Ticket creado id=77 cliente=cliente-2 prioridad=media
[2026-04-13 18:36:59,446] INFO - Ticket creado id=78 cliente=cliente-1 prioridad=baja
[2026-04-13 18:36:59,448] INFO - Pantalla publica consultada: total=38 altas=4 medias=8 bajas=26
[2026-04-13 18:36:59,449] INFO - desk-2 atendio ticket id=70 prioridad=alta cliente=cliente-2
[2026-04-13 18:36:59,490] INFO - Ticket creado id=79 cliente=cliente-1 prioridad=baja
[2026-04-13 18:36:59,492] INFO - desk-3 atendio ticket id=71 prioridad=alta cliente=cliente-1
[2026-04-13 18:36:59,492] INFO - Pantalla publica consultada: total=37 altas=2 medias=8 bajas=27
[2026-04-13 18:36:59,532] INFO - desk-1 atendio ticket id=72 prioridad=alta cliente=cliente-3
[2026-04-13 18:36:59,534] INFO - desk-3 atendio ticket id=75 prioridad=alta cliente=cliente-3
[2026-04-13 18:36:59,535] INFO - desk-2 atendio ticket id=60 prioridad=media cliente=cliente-3
[2026-04-13 18:36:59,575] INFO - desk-1 atendio ticket id=62 prioridad=media cliente=cliente-3
[2026-04-13 18:36:59,577] INFO - desk-3 atendio ticket id=63 prioridad=media cliente=cliente-1
[2026-04-13 18:36:59,577] INFO - Pantalla publica consultada: total=32 altas=0 medias=5 bajas=27
[2026-04-13 18:36:59,617] INFO - Ticket creado id=80 cliente=cliente-1 prioridad=baja
[2026-04-13 18:36:59,620] INFO - desk-2 atendio ticket id=67 prioridad=media cliente=cliente-2
[2026-04-13 18:36:59,621] INFO - desk-3 atendio ticket id=68 prioridad=media cliente=cliente-1
[2026-04-13 18:36:59,660] INFO - Ticket creado id=81 cliente=cliente-1 prioridad=alta
[2026-04-13 18:36:59,662] INFO - Pantalla publica consultada: total=32 altas=1 medias=3 bajas=28
[2026-04-13 18:36:59,663] INFO - Pantalla publica consultada: total=32 altas=1 medias=3 bajas=28
[2026-04-13 18:36:59,702] INFO - Ticket creado id=82 cliente=cliente-1 prioridad=media
[2026-04-13 18:36:59,705] INFO - Ticket creado id=83 cliente=cliente-3 prioridad=alta
[2026-04-13 18:36:59,706] INFO - desk-2 atendio ticket id=81 prioridad=alta cliente=cliente-1
[2026-04-13 18:36:59,745] INFO - Ticket creado id=84 cliente=cliente-1 prioridad=baja
[2026-04-13 18:36:59,748] INFO - Ticket creado id=85 cliente=cliente-3 prioridad=media
[2026-04-13 18:36:59,749] INFO - Ticket creado id=86 cliente=cliente-2 prioridad=alta
[2026-04-13 18:36:59,787] INFO - desk-1 atendio ticket id=83 prioridad=alta cliente=cliente-3
[2026-04-13 18:36:59,791] INFO - Ticket creado id=87 cliente=cliente-3 prioridad=alta
[2026-04-13 18:36:59,793] INFO - Ticket creado id=88 cliente=cliente-2 prioridad=alta
[2026-04-13 18:36:59,830] INFO - Ticket creado id=89 cliente=cliente-1 prioridad=baja
[2026-04-13 18:36:59,833] INFO - desk-3 atendio ticket id=86 prioridad=alta cliente=cliente-2
[2026-04-13 18:36:59,835] INFO - Ticket creado id=90 cliente=cliente-2 prioridad=baja
[2026-04-13 18:36:59,873] INFO - Ticket creado id=91 cliente=cliente-1 prioridad=media
[2026-04-13 18:36:59,875] INFO - Ticket creado id=92 cliente=cliente-3 prioridad=media
[2026-04-13 18:36:59,877] INFO - Pantalla publica consultada: total=40 altas=2 medias=7 bajas=31
[2026-04-13 18:36:59,915] INFO - Pantalla publica consultada: total=40 altas=2 medias=7 bajas=31
[2026-04-13 18:36:59,918] INFO - desk-3 atendio ticket id=87 prioridad=alta cliente=cliente-3
[2026-04-13 18:36:59,919] INFO - Pantalla publica consultada: total=39 altas=1 medias=7 bajas=31
[2026-04-13 18:36:59,957] INFO - Pantalla publica consultada: total=39 altas=1 medias=7 bajas=31
[2026-04-13 18:36:59,961] INFO - Ticket creado id=93 cliente=cliente-3 prioridad=alta
[2026-04-13 18:36:59,963] INFO - Ticket creado id=94 cliente=cliente-2 prioridad=media
[2026-04-13 18:36:59,999] INFO - Pantalla publica consultada: total=41 altas=2 medias=8 bajas=31
[2026-04-13 18:37:00,002] INFO - Pantalla publica consultada: total=41 altas=2 medias=8 bajas=31
[2026-04-13 18:37:00,005] INFO - Ticket creado id=95 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:00,041] INFO - Ticket creado id=96 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:00,044] INFO - Pantalla publica consultada: total=43 altas=3 medias=9 bajas=31
[2026-04-13 18:37:00,047] INFO - Ticket creado id=97 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:00,085] INFO - Ticket creado id=98 cliente=cliente-1 prioridad=alta
[2026-04-13 18:37:00,086] INFO - Ticket creado id=99 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:00,089] INFO - Pantalla publica consultada: total=46 altas=5 medias=9 bajas=32
[2026-04-13 18:37:00,127] INFO - desk-1 atendio ticket id=88 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:00,129] INFO - Pantalla publica consultada: total=45 altas=4 medias=9 bajas=32
[2026-04-13 18:37:00,131] INFO - Ticket creado id=100 cliente=cliente-2 prioridad=media
[2026-04-13 18:37:00,171] INFO - desk-1 atendio ticket id=93 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:00,173] INFO - desk-3 atendio ticket id=95 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:00,174] INFO - Ticket creado id=101 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:00,214] INFO - Ticket creado id=102 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:00,216] INFO - desk-3 atendio ticket id=97 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:00,218] INFO - Ticket creado id=103 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:00,258] INFO - Ticket creado id=104 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:00,260] INFO - Ticket creado id=105 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:00,261] INFO - desk-2 atendio ticket id=98 prioridad=alta cliente=cliente-1
[2026-04-13 18:37:00,301] INFO - Ticket creado id=106 cliente=cliente-1 prioridad=alta
[2026-04-13 18:37:00,304] INFO - Ticket creado id=107 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:00,304] INFO - Pantalla publica consultada: total=49 altas=3 medias=12 bajas=34
[2026-04-13 18:37:00,346] INFO - Ticket creado id=108 cliente=cliente-1 prioridad=alta
[2026-04-13 18:37:00,348] INFO - desk-3 atendio ticket id=101 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:00,349] INFO - Pantalla publica consultada: total=49 altas=3 medias=12 bajas=34
[2026-04-13 18:37:00,388] INFO - desk-1 atendio ticket id=106 prioridad=alta cliente=cliente-1
[2026-04-13 18:37:00,391] INFO - Ticket creado id=109 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:00,393] INFO - desk-2 atendio ticket id=107 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:00,431] INFO - Pantalla publica consultada: total=48 altas=2 medias=12 bajas=34
[2026-04-13 18:37:00,434] INFO - Pantalla publica consultada: total=48 altas=2 medias=12 bajas=34
[2026-04-13 18:37:00,436] INFO - desk-2 atendio ticket id=108 prioridad=alta cliente=cliente-1
[2026-04-13 18:37:00,474] INFO - Ticket creado id=110 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:00,475] INFO - Pantalla publica consultada: total=48 altas=1 medias=13 bajas=34
[2026-04-13 18:37:00,478] INFO - Pantalla publica consultada: total=48 altas=1 medias=13 bajas=34
[2026-04-13 18:37:00,516] INFO - desk-1 atendio ticket id=109 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:00,517] INFO - Pantalla publica consultada: total=47 altas=0 medias=13 bajas=34
[2026-04-13 18:37:00,520] INFO - desk-2 atendio ticket id=69 prioridad=media cliente=cliente-3
[2026-04-13 18:37:00,559] INFO - Ticket creado id=111 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:00,560] INFO - Ticket creado id=112 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:00,562] INFO - desk-2 atendio ticket id=73 prioridad=media cliente=cliente-2
[2026-04-13 18:37:00,605] INFO - Ticket creado id=113 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:00,608] INFO - Ticket creado id=114 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:00,609] INFO - desk-2 atendio ticket id=77 prioridad=media cliente=cliente-2
[2026-04-13 18:37:00,647] INFO - Pantalla publica consultada: total=48 altas=0 medias=12 bajas=36
[2026-04-13 18:37:00,650] INFO - desk-3 atendio ticket id=82 prioridad=media cliente=cliente-1
[2026-04-13 18:37:00,652] INFO - Ticket creado id=115 cliente=cliente-2 prioridad=media
[2026-04-13 18:37:00,690] INFO - Ticket creado id=116 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:00,693] INFO - Ticket creado id=117 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:00,694] INFO - desk-2 atendio ticket id=85 prioridad=media cliente=cliente-3
[2026-04-13 18:37:00,733] INFO - desk-1 atendio ticket id=91 prioridad=media cliente=cliente-1
[2026-04-13 18:37:00,735] INFO - Pantalla publica consultada: total=48 altas=0 medias=11 bajas=37
[2026-04-13 18:37:00,737] INFO - desk-2 atendio ticket id=92 prioridad=media cliente=cliente-3
[2026-04-13 18:37:00,776] INFO - desk-1 atendio ticket id=94 prioridad=media cliente=cliente-2
[2026-04-13 18:37:00,778] INFO - desk-3 atendio ticket id=96 prioridad=media cliente=cliente-1
[2026-04-13 18:37:00,779] INFO - desk-2 atendio ticket id=100 prioridad=media cliente=cliente-2
[2026-04-13 18:37:00,818] INFO - Pantalla publica consultada: total=44 altas=0 medias=7 bajas=37
[2026-04-13 18:37:00,820] INFO - Pantalla publica consultada: total=44 altas=0 medias=7 bajas=37
[2026-04-13 18:37:00,821] INFO - Pantalla publica consultada: total=44 altas=0 medias=7 bajas=37
[2026-04-13 18:37:00,861] INFO - Pantalla publica consultada: total=44 altas=0 medias=7 bajas=37
[2026-04-13 18:37:00,862] INFO - Pantalla publica consultada: total=44 altas=0 medias=7 bajas=37
[2026-04-13 18:37:00,863] INFO - Pantalla publica consultada: total=44 altas=0 medias=7 bajas=37
[2026-04-13 18:37:00,903] INFO - Pantalla publica consultada: total=44 altas=0 medias=7 bajas=37
[2026-04-13 18:37:00,904] INFO - Ticket creado id=118 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:00,908] INFO - desk-2 atendio ticket id=102 prioridad=media cliente=cliente-1
[2026-04-13 18:37:00,945] INFO - Pantalla publica consultada: total=44 altas=0 medias=6 bajas=38
[2026-04-13 18:37:00,947] INFO - desk-3 atendio ticket id=104 prioridad=media cliente=cliente-1
[2026-04-13 18:37:00,950] INFO - Pantalla publica consultada: total=43 altas=0 medias=5 bajas=38
[2026-04-13 18:37:00,987] INFO - Pantalla publica consultada: total=43 altas=0 medias=5 bajas=38
[2026-04-13 18:37:00,990] INFO - desk-3 atendio ticket id=110 prioridad=media cliente=cliente-1
[2026-04-13 18:37:00,991] INFO - Pantalla publica consultada: total=42 altas=0 medias=4 bajas=38
[2026-04-13 18:37:01,030] INFO - Pantalla publica consultada: total=42 altas=0 medias=4 bajas=38
[2026-04-13 18:37:01,031] INFO - Pantalla publica consultada: total=42 altas=0 medias=4 bajas=38
[2026-04-13 18:37:01,034] INFO - Ticket creado id=119 cliente=cliente-2 prioridad=media
[2026-04-13 18:37:01,072] INFO - Pantalla publica consultada: total=43 altas=0 medias=5 bajas=38
[2026-04-13 18:37:01,073] INFO - Pantalla publica consultada: total=43 altas=0 medias=5 bajas=38
[2026-04-13 18:37:01,076] INFO - Pantalla publica consultada: total=43 altas=0 medias=5 bajas=38
[2026-04-13 18:37:01,116] INFO - Ticket creado id=120 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:01,119] INFO - Ticket creado id=121 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:01,122] INFO - Ticket creado id=122 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:01,159] INFO - Ticket creado id=123 cliente=cliente-1 prioridad=alta
[2026-04-13 18:37:01,162] INFO - Ticket creado id=124 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:01,165] INFO - desk-2 atendio ticket id=121 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:01,202] INFO - Ticket creado id=125 cliente=cliente-1 prioridad=baja
